Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Edillio,https://www.crunchbase.com/organization/edillio,"Edillio was founded in February 2010 with the aim of providing public and private clients with a wide range of services related to green building, plants powered by renewable sources (low-enthalpy geothermal, solar thermal, solar photovoltaic, wind).",http://www.edillio.eu/Home.aspx,"Green Building, GreenTech, Renewable Energy","Rapagnano, Marche, Italy",Edillio provides public and private clients with a wide range of services related to green building.,"3,593,311",2010-02-01,month,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",63831,,Closed,,,,none,For Profit,https://twitter.com/edilliosrl,https://www.facebook.com/Edilio-Srl-1727134240842057/,https://www.linkedin.com/company/edillio-srl/,info@edillio.eu,,,,,,,,,,,,,,,,,"Energy, Real Estate, Sustainability",,,1,,2014-11-01,50000,EUR,62624,Grant,,,,,,Less than $1M,,,,,,,,,,,,,,50000,EUR,62624,EASME,1,1
EdjWonders,https://www.crunchbase.com/organization/edjwonders,EdjWonders is currently prototyping a Mobile Video Advertising foundation for the iPhone platform with the goal of help our future partners to start Mobile Internet Ad-Supported TV on this kind of platform.  Our patent pending infrastructure has three main goals: 1. Facilitate current and future Web TV services to go Mobile. 2. Integrate Advertising with Content Protection and Profiling. 3. Create opportunity for Ad Supported M-Payment Our solution called mita Foundation is a patent pending software framework for Mobile Video Advertising and it is made of the three main techonogy components seen below.,http://edjwonders.com,"Advertising, Advertising Platforms, Mobile","Rome, Lazio, Italy",EdjWonders is a mobile video advertising platform.,"3,123,333",,,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",100,,Closed,,,,none,,,,,jacopo@edjwonders.com,,,,,,,,,,,,,,,,,"Advertising, Mobile, Sales and Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educabroad,https://www.crunchbase.com/organization/educabroad,"Educabroad offers language courses, language courses and work experience for teenagers and adults, in 9 languages, in endless destinations all over the world. By adopting their information system they can offer you a real online booking: the customer can purchase the products directly on the site by making payment by fast and secure 100% transaction, all this without having to be contacted by a operator or additional operations to complete the reservation. Their pricing policy is clear and competitive: the student will pay the same price he would pay on the spot, without having to worry about the charges and risks associated with international payments.",http://www.educabroad.com/,"Education, Travel Agency","Cagliari, Sardegna, Italy",Educabroad aim to fill the gap creating the first course search engine for the 2.5 million people who travel abroad to study languages.,"3,626,092",,,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/educabroad_ita,https://www.facebook.com/pg/educabroad/,,info@educabroad.com,+39 070 311 0987,,,,,,,,,,,,,,,,"Education, Travel and Tourism",,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Effectus Labs,https://www.crunchbase.com/organization/effectus-labs,"Human sweat is a precious resource of information marginally exploited. An accurate estimate of sweat volume and rate provide an indication of human body fluid imbalance and the prevention of de-hydration and hyponatremia. Effectus is developing an end to end solution consisting of affordable , not invasive sweat sensors. Typical applications include health and sports devices.",http://www.effectus-labs.com/,"Fitness, Health Care, Medical, Robotics, Sports","Torino, Piemonte, Italy",Effectus Labs Bring innovative ideas to market!,"2,797,824",,,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,info@effectus-labs.com,,,,,,,,,,,,,,,,,"Hardware, Health Care, Science and Engineering, Software, Sports",1,Simone Severini,1,,2016-09-05,,,,Venture - Series Unknown,,,,,,,,,,,,,,,,Venture - Series Unknown,,,,,,,Vertical.vc,,1
Egenera,https://www.crunchbase.com/organization/egenera,,http://egenera.it,"Energy, Energy Efficiency, Innovation Management, Renewable Energy","Foligno, Umbria, Italy","Egenera provides solutions in the energy sector in area like energy diagnosis,develop renewable energy plants and process optimization.","2,585,109",2008-10-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/EGN_2009,https://www.facebook.com/Egenera,https://www.linkedin.com/company/egenera-srl,info@egenera.it,39 0742 21356,,,,,,,,,,,,,,,,"Energy, Professional Services, Sustainability",,,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
EJOY,https://www.crunchbase.com/organization/ejoy,"We have created a collection of technological bracelets beautifully designed and made in Italy with Murano glass and Carrara marble, able to connect your smartphone or smartwatch to the jewel that will act as notifier. Our products are eco-friendly: some parts of the jewelry are made by recycled leather.",http://www.ejoyjewelry.com/,"E-Commerce, Electronics, Fashion, Lifestyle, Manufacturing","Milano, Lombardia, Italy","Ejoy is an Italian Startup, aiming to combine Italian Handcraft and wearable technologies.","3,595,048",2016-10-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/ejoyjewelry,info@ejoyjewelry.com,,2,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Electronics, Design, Hardware, Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElasticDot,https://www.crunchbase.com/organization/elasticdot,"ElasticDot is a platform-as-a-service and a cloud platform optimized for WordPress and designed for developers. The ElasticDot infrastructure is built by datacenter engineers, with more than 10 years of experience on high-load, highly scalable and highly available web infrastructures.",http://elasticdot.com,"Blogging Platforms, Cloud Computing, PaaS, Web Hosting","Milan, Lombardia, Italy",ElasticDot is a platform-as-a-service and a cloud platform optimized for WordPress and designed for developers.,"975,708",2012-12-15,day,1-10,3,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,,Closed,,,2019-05-01,month,For Profit,http://twitter.com/elasticdot,,,hello@elasticdot.com,39 0287 19 78 29,,,,,,,,,,,,,,,,"Content and Publishing, Internet Services, Media and Entertainment, Software",2,"Daniel Marzini, Stefano Gessa",2,Seed,2014-02-07,70000,USD,70000,Seed,,,,,,Less than $1M,,,,,,,70000,USD,70000,Seed,195000,USD,195000,195000,USD,195000,"Pi Campus, Boox",,2
Elettra Produzione,https://www.crunchbase.com/organization/elettra-produzione,Elettra Produzione is engages in the production and sale of electricity in Italy. It owns and operates a combined cycle gas turbine plant in Piombino; and a cogenerative combined cycle gas turbine plant in Trieste.,http://elettragroup.com/,"Electrical Distribution, Power Grid","Milan, Lombardia, Italy",Elettra Produzione is engages in the production and sale of electricity in Italy.,"2,673,078",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,,Closed,2004-01-01,day,,none,For Profit,,,,,+39 026 679411,,,,,,,,,,,,,,,,Energy,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elettra T.D.,https://www.crunchbase.com/organization/elettra-t-d,,http://www.elettratd.com,"Electrical Distribution, Industrial Automation, Security","Ponsacco, Toscana, Italy","Elettra TD specializes in the supply, installation and maintenance of complete electrical system, security system and LAN networks.","3,215,195",1986-06-11,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,info@elettratd.it,39-0587730473,,,,,,,,,,,,,,,,"Energy, Manufacturing, Privacy and Security, Science and Engineering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELSE Tech (ATOM Group),https://www.crunchbase.com/organization/else-tech,"ELSE Tech, a joint venture between ELSE Corp and ATOM Group, is a technological arm of the group of partners, ELSE Corp (www.else-corp.com), ATOM Group (www.atom.it) and ShoeMaster International (https://atom-shoemaster.com/en/), dedicated to software development and system integration of the project and products around Virtual Retail, 3D CAD and Cloud Manufacturing, with specialisation in 3D tech, Artificial Intelligence and Industry 4.0.",http://www.else-tech.it,"Artificial Intelligence (AI), Cloud Data Services, Computer Vision, Internet of Things, Software Engineering","Vigevano, Lombardia, Italy","Is a technological arm of the group of partners, ELSE Corp, ATOM Group and ShoeMaster, dedicated to software development and integration","2,914,617",2018-05-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",27029,,Closed,,,2019-07-26,day,For Profit,,,https://www.linkedin.com/company/else-tech/,info@else-tech.it,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1,Andrey Golub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ely International,https://www.crunchbase.com/organization/ely-international,,https://www.elyspa.it,"Construction, Energy, Renewable Energy","Milan, Lombardia, Italy","Ely International is an energy service company that offers construction, renewable energy, electromechanical, and engineering services.","866,409",2009-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20145,,Closed,,,,none,For Profit,,https://www.facebook.com/profile.php?id=100087576815725,https://www.linkedin.com/company/ely-spa,info@elyspa.it,+39 02 82940 404,,,,,,,,,,,,,,,,"Energy, Real Estate, Sustainability",,,,,,,,,,,,,,,$10M to $50M,,,,,,,,,,,,,,,,,,,
eMaze Networks S.p.A.,https://www.crunchbase.com/organization/emaze-networks,eMaze Networks S.p.A. provides information technology security solutions.,http://www.emaze.net/,Software,"Milan, Lombardia, Italy",Emaze Networks S.p.A. offers proactive IT security solutions.,"710,882",2000-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20154,,Closed,2011-10-01,day,2011-10-01,month,For Profit,,,,,+39 0289 07 84 00,,,,,,,,,,,,,,,,Software,1,Teodoro D'Ambrosio,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emedev,https://www.crunchbase.com/organization/emedev,"Since it's foundation in 2005, eMedev has provided hundreds of international Medical and Lab equipment companies with the professional and specific knowledge and consulting that have lead them to receive marketing approvals such as CE, FDA, CMDCAS, SFDA, KFDA etc'. Many of them have also established and implemented the highest level of Medical Quality Management Systems of the industry, in compliance with FDA QSR, ISO13485:2003 and ISO 9000:2000 and all relevant directives.",http://www.emedev.com,Consulting,"Bolzano, Friuli-Venezia Giulia, Italy",regulatory affairs consulting,"3,657,926",2005-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",39100,,Closed,,,,none,,,,,info@emedev.com,+3904441837605,,,,,,,,,,,,,,,,Professional Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmedi,https://www.crunchbase.com/organization/emmedi,Emmedi provides the development and implementation of applications for the banking world.,http://www.emmedi.com/it/,Information Technology,"Udine, Friuli-Venezia Giulia, Italy",Emmedi provides the development and implementation of applications for the banking world.,"2,525,160",1993-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2022-05-04,day,,none,For Profit,,,https://www.linkedin.com/company/emmedi/,,+39 0432 26558,,,,,,,,,,,,,,,,Information Technology,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emotional Target,https://www.crunchbase.com/organization/emotional-target,Emotional Target has started to create a product specialized in video format that goes side-by-side with a television campaign.,http://www.emotionaltarget.com/,Marketing,"Milan, Lombardia, Italy",Emotional Target has started to create a product specialized in video format that goes side-by-side with a television campaign.,"3,587,676",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,,390 252 5051,,,,,,,,,,,,,,,,Sales and Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
En-Eco,https://www.crunchbase.com/organization/en-eco,"En-Eco invents and manufactures innovative and high performance systems for the generation of energy from renewable sources. En-Eco Group is comprised of four business units operating in specific sectors: TREGOO, ENECOM, AQUILERO, SMART PLANTS. ",http://www.en-eco.com/,"Environmental Consulting, Renewable Energy, Semiconductor","Florence, Toscana, Italy",En-Eco is invents and manufactures innovative and high performance systems for the generation of energy from renewable sources.,"2,814,331",2007-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50127,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/en-eco-spa/,,+39 055 333017,,,,,,,,,,,,,,,,"Energy, Hardware, Professional Services, Science and Engineering, Sustainability",,,1,,2011-10-21,2500000,EUR,3465710,Venture - Series Unknown,,,,,,$1M to $10M,,,,,,,2500000,EUR,3465710,Venture - Series Unknown,2500000,EUR,3465710,2500000,EUR,3465710,Sviluppo Imprese Centro Italia,1,1
Enbelive srl,https://www.crunchbase.com/organization/enbelive,Enbelive is a social innovative start. Enbelive created CHILD EXPLORER a unique service for children urban mobility and healthy lifestyle.,http://www.childexplorer.com/,"Children, Health Care, Lifestyle","Rome, Lazio, Italy",Enbelive creates a unique service for children urban mobility and healthy lifestyle.,"3,534,547",2015-03-01,month,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",186,,Closed,,,,none,For Profit,http://twitter.com/childexplorer,http://www.facebook.com/childexplorer,,info@enbelive.com,+393331075054,,,,,,,,,,,,,,,,"Community and Lifestyle, Health Care",3,"Alessandra Nucci, Ennova srl, Fabio Pompei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enco,https://www.crunchbase.com/organization/enco-e7aa,"Enco is a 3.0 start-up with a clear mission: to give people back control over their own energy, 100% renewable of course. Enco is a fundamental step towards a zero-emission economy, more people-centred than profit-centred.  How? By creating energy communities in a simple and transparent way, equipping citizens with the tools they need to produce energy on the roof of their homes, and share it with their neighbours, without having to deal with bureaucracy. Enco's vision is a world in which everyone benefits from the economic, environmental and social advantages of an energy community, and is empowered to produce energy.  Specifically? Enco installs photovoltaic panels and storage systems, creates and manages energy communities, and distributes the proceeds fairly among the participants. With Enco you can produce renewable energy, consume it, share it with your neighbours, save on your energy bills and contribute to a greener Italy.",https://www.energiacollettiva.com,"Energy, Energy Efficiency, Energy Management, Renewable Energy, Solar","Firenze, Toscana, Italy",Renewable energy communities,"149,717",2022-04-04,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50132,,Closed,,,2023-01-01,year,For Profit,,,https://www.linkedin.com/company/energiacollettiva/,info@energiacollettiva.com,,4,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",2,"Duccio Baldi, Tommaso Tiozzo Bastianello",2,Seed,2022-09-12,120000,USD,120000,Pre-Seed,,,,,,,,,,,,,120000,USD,120000,Pre-Seed,126119,USD,126119,126119,USD,126119,"Techstars, IKIGAI",2,2
Energie Etiche,https://www.crunchbase.com/organization/energie-etiche,"Energie Etiche has developed a software to reduce costs and time of wind assessment, from the existing 12 or 18 months to 3 months. By doing this we can remove entry barriers of the small wind turbine market. Our closest competitors can only provide a 18 months and very expensive wind resource assessment and are not able to supply the counseling to choose the best turbine. Other competitors can only provide imprecise wind assessment. The Small Wind Turbine market was worth than €400 mln in the only 2011 and growth at CAGR exceeding 35%.",http://www.energieetiche.com,"Energy, Skill Assessment, Software","Rome, Lazio, Italy","Energie Etiche developed software to reduce cost and time of wind resource assessment, and remove entry barriers to the wind turbine market.","2,964,736",2010-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",144,,Closed,,,,none,For Profit,,,,info@energieetiche.com,+39 06 96701910,,,,,,,,,,,,,,,,"Education, Energy, Software",,,3,Seed,2012-09-01,10000,EUR,12577,Seed,,,,,,,,,,,,,10000,EUR,12577,Seed,70000,EUR,87756,70000,EUR,87756,"Bic Lazio, Giovanni Petrocchi",,2
Energy Store,https://www.crunchbase.com/organization/energy-store,,http://www.energystoreitalia.com/,"Autonomous Vehicles, Electric Vehicle","Roma, Lazio, Italy",Energy Store is a leading company in the distribution and marketing of electric mobility vehicles,"3,736,670",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2016-10-01,month,For Profit,,,,,,,,,,,,,,,,,,,,,Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy System Services,https://www.crunchbase.com/organization/energy-system-services,"The Energy System Services is a plant engineering company , specialized in the field of alternative energy and building wind farms.",http://www.energysystemservices.com,"Agriculture, Energy, Environmental Engineering, Wind Energy","Milano, Lombardia, Italy","The Energy System Services is a plant engineering company , specialized in the field of alternative energy and building wind farms.","3,241,846",2005-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Closed,,,,none,For Profit,,https://www.facebook.com/energysystemservices/,https://www.linkedin.com/company/energy-system-services-s.r.l.,info@energysystemservices.it,+39 0881962715,,,,,,,,,,,,,,,,"Agriculture and Farming, Energy, Natural Resources, Science and Engineering, Sustainability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enerqos,https://www.crunchbase.com/organization/enerqos,"Enerqos SpA is a Italian company focused on energy efficiency solutions for businesses, together with EPC (Engineering, Procurement and Contracting) and O&M (Operation and Maintenance) services for solar PV plants. Enerqos develops and plans the technical construction and maintenance of energy efficiency solutions. The company offers financing solutions to customers, including performance & energy savings guarantees. Enerqos also provides turnkey solutions for solar PV applications integrated in complete energy savings solutions for businesses, in particular operating in the retail sector and hotel chains. The company has successfully installed close to 100MW, and provides O&M services to over 110MW of solar PV in Italy.",http://www.enerqos.com/en/,"Energy, Energy Efficiency, Energy Management","Milan, Lombardia, Italy","Enerqos focused on energy efficiency solutions for businesses, together with EPC (Engineering, Procurement and Contracting).","654,347",2006-01-01,year,11-50,669,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20128,,Closed,2023-02-27,day,,none,For Profit,,,https://www.linkedin.com/company/enerqos-spa,welcome@enerqos.com,+39 02 09 99 51,1,,,,,,,,,,,,,,,"Energy, Sustainability",,,1,M&A,2009-09-03,,,,Venture - Series Unknown,"Finance, Operations",5,,,2100%,,,,,,,,,,,Venture - Series Unknown,,,,,,,"Climate Change Capital, Adaxia Capital Partners",,2
enjoy! everywhere,https://www.crunchbase.com/organization/enjoy-everywhere,"enjoy! everywhere is a free international location based service that helps you discover things to do in your town and share them with the whole world, in within the whole world.",http://www.enjoyeverywhere.com,"Internet, Location Based Services, Travel","Milan, Lombardia, Italy",Enjoy! Everywhere is an imaging vision agency that hosts various outdoor related photos.,"2,549,737",2009-04-23,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20135,,Closed,,,,none,For Profit,,,,info@enjoyeverywhere.com,,1,,,,,,,,,,,,,,,"Data and Analytics, Internet Services, Navigation and Mapping, Travel and Tourism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ennova Group,https://www.crunchbase.com/organization/ennova-group,"Ennova was born in Turin, in 2010, within the I3P incubator of the Politecnico, the No. 1 incubator in Italy and one of the most important in Europe. Today, it provides work for more than 400 persons, 40 of them R&D engineers, and operates from 4 offices in Italy; its annual turnover comes to ca. 20 million Euros.",https://www.ennova.it/,"CRM, Information Technology, Internet, Software","Torino, Piemonte, Italy",Ennova has one aspiration: to simplify the lives of people and companies with their solutions.,"656,241",2010-01-01,year,501-1000,691,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10138,,Closed,2022-06-29,day,,none,For Profit,,,https://www.linkedin.com/company-beta/1868008/,info@ennova.it,+390110905117,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Sales and Marketing, Software",,,1,M&A,2015-01-01,,,,Private Equity,"Management, Support",6,,,6.18%,$10M to $50M,,,,,,,,,,Private Equity,,,,,,,HAT Sicaf,,1
Enrico Giotti,https://www.crunchbase.com/organization/enrico-giotti,"Giotti is a leading manufacturer of natural flavors, aromatic herbal extracts, and concentrated juices.  The company is privately owned and headquartered in Florence, Italy.  Annual sales of the business are approximately 53 million Euro (56 million U.S. dollars).",http://www.giotti.it/,"Chemical, Food Processing, Manufacturing","Scandicci, Toscana, Italy","Enrico Giotti is manufacturer of natural flavors, aromatic herbal extracts, and concentrated juices.","3,196,646",1928-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50018,,Closed,2016-11-29,day,2016-11-29,day,For Profit,,,https://www.linkedin.com/company/enrico-giotti-s.p.a.,sales@giotti.it,(390)557-2091,,,,,,,,,,,,,,,,"Food and Beverage, Manufacturing, Science and Engineering",1,Enrico Giotti,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ente Tabacchi Italiani,https://www.crunchbase.com/organization/ente-tabacchi-italiani-s-p-a,"Ente Tabacchi Italiani S.p.A is manufactures tobacco products and salt. The Company processes tobacco, and produces and imports cigars, cigarettes, and other tobacco products. In 2004 it was privatized through an auction, won by British American Tobacco, at a price of 2,325 million Euros and has since changed its name to British American Tobacco Italia.",http://www.entetabacchi.it/,"Consumer Goods, Food and Beverage, Manufacturing","Roma, Lazio, Italy",Ente Tabacchi Italiani was an Italian public company operating in the tobacco sector.,"2,943,588",1998-07-09,day,1001-5000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",147,,Closed,2003-07-16,day,2004-05-31,day,For Profit,,,,,,,,,,,,,,,,,,,,,"Consumer Goods, Food and Beverage, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter,https://www.crunchbase.com/organization/enter,"Enter is an Internet Service Provider. Born in Milan in 1996, offers connectivity, telephony, datacenter and cloud computing. Includes, inside, Login: a technology coworking space with 150 workstations.",http://www.enter.it/,"Cloud Computing, Cloud Data Services, Data Center, Information Technology","Milano, Lombardia, Italy",Enter has been an Internet Service Provider since 1996.,"356,737",1996-01-01,year,51-100,12,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20128,,Closed,2018-06-18,day,,none,For Profit,https://www.twitter.com/enterteam,https://www.facebook.com/entersrl,https://in.linkedin.com/company/enter,info@enter.it,+39 02 2551 4300,2,,,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enter Cloud Suite,https://www.crunchbase.com/organization/enter-cloud-suite,"Enter Cloud Suite has been a leading Italian Internet Service Provider since 1996. Today we are an emerging cloud provider thanks to Enter Cloud Suite, the first OpenStack based IaaS service distributed across multiple regions, built for European enterprises and developers. Since they  chose OpenStack as our software platform for cloud computing, we learned that connecting people to each other is the best way to generate ideas, build meaningful projects, create value.",https://www.entercloudsuite.com,"Information Technology, Internet","Milano, Lombardia, Italy",A leading Italian Internet Service Provider since 1996.,"1,269,815",,,,326,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20128,,Closed,2018-06-18,day,2018-06-18,day,For Profit,https://www.twitter.com/enterteam,https://www.facebook.com/entersrl,,info@entercloudsuite.com,,,,,,,,,,,,,,,,,"Information Technology, Internet Services",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
EOS (Ethical Oncology Science),https://www.crunchbase.com/organization/eos-ethical-oncology-science,"EOS is a biopharmaceutical company committed to the development of novel medicines for the treatment of cancer.EOS S.p.A. was founded in June 2006 by Silvano Spinelli, Gabriella Camboni, and Ennio Cavalletti along with Jacques Theurillat. Company’s operations were seed and further financed by founders and by Sofinnova Partners since its inception. EOS is a privately held organization headquartered in Via Monte di Pietà, 1/A, Milano, Italy.",http://www.eosmilano.com,"Biotechnology, Health Care, Pharmaceutical","Milan, Lombardia, Italy",EOS is a biopharmaceutical company committed to the development of novel medicines for the treatment of cancer.EOS S.p.A.,"530,036",2006-06-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Closed,,,,none,For Profit,,,,info@eosmilano.com,+39 02 87391608,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",5,"Craig Dubitsky, Ennio Cavalletti, Gabriella Camboni, Jacques Theurillat, Silvano Spinelli",1,Early Stage Venture,2009-07-30,17000000,USD,17000000,Series A,,,,,,,,,,,,,17000000,USD,17000000,Series A,17000000,USD,17000000,17000000,USD,17000000,"Sofinnova Partners, Aescap Venture",,2
ePrice,https://www.crunchbase.com/organization/eprice,"EPRICE is a retail company that offers an app for online shopping. The app provides consumer electronics, home appliances, gaming, and home and family products. It offers customers a catalog of products, while sellers benefit with lower commission rates than some other marketplaces and no listing fees. The company is active in advertising online, through the sale of spaces and vertical content providing content for a specific target audience.",https://ritahazan.id/job/?Kw=spg188,,"Milan, Lombardia, Italy",ePrice is a retail company that offers an app for online shopping.,"224,710",2000-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Closed,2022-06-23,day,2022-06-23,day,For Profit,,https://www.facebook.com/ePRICE.it,https://www.linkedin.com/company/eprice,,,7,,,,,,1,1,1,,,,,,,,3,"Paolo Ainio, Pietro Boroli, Raul Stella",,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erg Petroli,https://www.crunchbase.com/organization/erg-petroli,Erg Petroli was an oil and petrol company.,http://www.erg.it/,"Fuel, Oil and Gas, Service Industry","Rome, Lazio, Italy",Erg Petroli was an oil and petrol company.,"2,753,065",2002-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2010-10-01,day,For Profit,,,,,,1,,,,,,,,,,,,,,,"Energy, Natural Resources, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERGO Italia,https://www.crunchbase.com/organization/ergo-italia,"ERGO in Italy develops simple and clear insurance solutions for families and professionals, through ERGO Previdenza and ERGO Assicurazioni, which specialize in products for savings and for the protection of the person.",http://www.ergoitalia.it/,"Financial Services, Insurance","Milano, Lombardia, Italy",ERGO in Italy develops simple and clear insurance solutions for families and professionals,"2,623,798",1985-01-01,year,51-100,"1,143","European Union (EU), Europe, Middle East, and Africa (EMEA)",20141,,Closed,2015-11-23,day,2016-06-30,day,For Profit,,https://www.facebook.com/ergo.deutschland,https://www.linkedin.com/company/ergo-italia,,39 02 57 30 85 81,,,,,,,,,,,,,,,,Financial Services,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErgyCapital,https://www.crunchbase.com/organization/ergycapital,"ErgyCapital is an investment company that invests in the renewable energy and energy-saving sectors. The company emphasizes its investment in power generation enterprises that design energy-saving products and renewable energy production plants such as solar energy and wind energy. In 2017, the company was acquired by Intek Group S.p.A. and currently operates as a subsidiary.",http://www.ergycapital.com/,"Energy, Financial Services, Impact Investing","Firenze, Toscana, Italy",ErgyCapital S.p.A. is an investment company that invests in renewable energy and energy conservation businesses.,"2,806,614",2007-01-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2008-01-03,day,2017-01-24,day,For Profit,,,https://www.linkedin.com/company/ergycapital-s.p.a.,info@ergycapital.com,39 055 4411411,,,,,,,,,,,,,,,,"Energy, Financial Services, Lending and Investments",,,,M&A,,,,,,,,,,,$10M to $50M,,,,,,,,,,,,,,,,,,,
